lat,lon,depth_m,dataset,source,is_gap
-16.3375,146.5004,30.3863685100805,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0839,146.6181,73.37652261718176,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0806,147.1826,63.06354073807597,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0386,146.137,39.44491962203756,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5774,146.2894,38.65307470201515,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5009,146.996,30.80056355567649,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5051,146.3928,54.448006893508136,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4392,146.6217,33.253356810892,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2606,146.6881,46.81431438191794,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5505,147.0145,64.74056187551469,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5994,146.8668,51.12789698294364,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4359,146.4836,37.872003628872335,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6735,145.9843,66.97321807499975,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.885,146.4683,74.14875749847852,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.3681,146.796,58.182370606809855,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0892,147.0107,52.781747239641845,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5994,146.7661,43.68773233727552,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3311,145.8909,35.711072862613946,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1049,146.5505,54.54655425972305,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1658,146.0474,58.39991678483784,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7642,146.309,66.68495658785105,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8744,146.0606,30.842864296864718,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.1492,147.183,61.56659913249314,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1544,146.4264,47.357927322154865,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7046,147.2446,33.262309301644564,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.2669,145.8032,49.884480769978836,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.2463,146.1866,30.070332685718313,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4019,146.8181,59.05044437851757,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.6106,146.2871,59.14799895021133,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3906,147.2943,61.734934895066544,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0477,146.2393,46.09418086591177,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1645,145.6372,53.11310758232139,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7618,146.4632,59.57748661050573,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1184,146.341,43.62228795653209,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3588,146.4447,58.0415642936714,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4174,146.1697,67.69529770128429,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0996,146.2257,44.41637476324104,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.201,146.1829,38.41371135204099,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7506,146.3372,59.04593478888273,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3419,146.0405,58.193063327344134,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8569,146.9463,62.31160944560543,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2477,146.1482,44.53639107523486,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6731,147.0117,67.4624879937619,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3191,145.9183,50.62606337713078,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3528,146.83690000000001,54.292427245527506,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6082,146.2587,35.11633681948297,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3138,146.5526,38.59209520393051,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2703,146.8058,35.22262944141403,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5923,146.1331,48.9561645523645,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0311,146.595,64.03719777124934,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9429,146.4821,34.8616323445458,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7648,146.0526,70.67476686788723,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8109,146.7307,54.96111426386051,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2946,145.5793,72.00527658686042,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8653,147.1176,33.41419613454491,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6798,146.9785,54.086606920463964,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1788,146.4193,74.22542210435495,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7294,146.3271,69.88022932433523,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.2713,146.6388,31.358716782415286,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2342,146.3058,69.46977644227445,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.141,146.4219,50.314202044392005,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0418,146.5919,35.35636155400425,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.7072,146.4621,74.03358333860524,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1675,147.1841,36.75844348501414,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3996,146.3657,36.22590938815847,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3151,146.1499,68.22313709417358,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1621,146.047,38.90883633401245,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5168,146.2736,54.6233666385524,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9422,146.1102,30.893211560323834,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2745,146.878,43.49292924860492,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9787,146.5991,32.89448606665246,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.1001,146.4581,41.22218015952967,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7428,146.5111,36.66210655239411,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6169,146.1371,31.54350634664297,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0159,147.4404,32.535535159986466,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2224,146.8235,44.66719040181488,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7397,146.8137,59.09821224748157,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9972,146.5681,46.06056114658713,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4786,146.5637,71.83030669461004,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2088,146.7712,40.461703296750784,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8756,146.6737,38.837252135854214,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3938,146.8122,45.8163885853719,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0693,146.3222,35.83641030010767,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4157,147.0086,55.21052741096355,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.1047,145.9106,69.54792030737735,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.491,147.2304,42.09796495735645,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2127,146.4671,33.18240228225477,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3042,146.5828,69.82050772989169,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5696,146.4767,58.63684395560995,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9871,146.1628,37.960667138686404,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2414,146.3134,65.0980147474911,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8666,147.1066,44.274222106905654,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0007,147.3296,74.09929499728605,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.262,146.0773,51.82703813770786,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9931,146.6421,60.602434657048434,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4023,146.2849,45.51510892342776,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4989,146.5361,39.15184332872741,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0313,146.6394,31.944179957499728,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0281,146.293,70.99201136268675,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7371,146.6149,42.35754497582093,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.02,147.1672,32.368310041492805,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.69,146.0676,51.8362755398266,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.73,146.3409,61.8380472343415,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5125,146.6189,60.54045555414632,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6432,146.64940000000001,54.13302265224047,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6426,146.527,42.31525777140632,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8511,146.6387,30.46527090598829,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9852,146.4342,33.22533669532277,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2547,146.576,51.28028921317309,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8225,146.4725,46.55758224078454,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0506,146.8666,59.4633629755117,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7031,146.7842,39.44346746779047,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8204,146.4924,52.790597460698336,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.3771,147.0253,68.25300366966985,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6164,146.5682,72.23087930353358,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4331,146.7315,34.33186661219224,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3821,146.5912,44.66861090390012,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3429,146.255,44.38792046508752,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9003,146.7936,33.720595515333116,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6303,145.7598,69.75127421552315,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9033,146.1126,47.48618245823309,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7542,146.7511,70.54749378701672,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9839,146.9961,55.59643579646945,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9466,145.8972,70.33684718306176,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.248,146.973,30.40477943373844,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.609,145.9663,51.90118979662657,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6035,146.2615,45.80150626483373,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8082,145.9682,64.75525228190236,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5234,146.4272,63.23004248784855,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7148,146.5197,59.23561346484348,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2011,146.6648,50.82070735632442,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6949,146.3311,57.04019968514331,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9508,146.4921,62.54500089911744,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6511,146.6212,61.38744511990808,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7465,146.111,72.20429294393398,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9673,146.2195,68.30923690460622,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3685,147.0514,31.530760960886255,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9134,145.3187,39.62358506396413,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6424,146.8823,71.49939252063632,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3954,146.924,60.606345349224284,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3667,147.0404,64.45144041557796,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9311,146.3394,32.57881943369284,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2344,146.836,71.27028671326116,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9295,146.5862,42.832552541512996,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7788,146.2448,63.724681644234806,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7985,146.7211,57.98542145756073,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4434,146.6481,54.13678367505781,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5016,146.3444,31.001161441672593,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3528,146.316,73.71655912022106,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7629,146.3936,57.034045880427584,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6505,146.7006,48.78096899832599,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2035,146.4791,46.00881723803468,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5398,145.9591,31.03489494533278,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7617,146.6234,31.280566641362384,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1115,146.3532,53.42750648385845,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4946,146.8043,57.58028106763959,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8666,146.0165,31.178752816049382,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8161,145.7366,34.24454431165941,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9672,146.3009,71.34581941645592,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.2124,146.2452,63.72642130823806,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.4013,146.7705,33.39215185493231,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2395,145.7522,44.137116990750656,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7131,146.0726,69.8178659111727,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6102,146.4496,35.85936508490704,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3841,146.2055,40.58300502598286,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6866,146.4235,54.5389094715938,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.1432,146.0207,46.24460394610651,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.2799,146.1703,62.1105787390843,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6363,146.1322,71.91640906152315,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4301,145.8025,69.97777927550487,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.4111,146.6532,60.75815304648131,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3838,146.2836,56.23820223729126,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3311,146.2776,33.83888049283996,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9821,146.9436,40.2322775835637,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4341,146.7671,49.33683662675321,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.418,146.2225,34.167297582607716,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2582,146.852,46.63800974492915,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5077,146.3484,74.8554635932669,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5319,146.3275,38.4003370301798,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4536,146.5666,50.07281709462404,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2023,146.5562,63.26159376301803,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6725,146.457,35.83587755681947,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6998,146.3992,74.81199858477339,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8461,146.66,65.97232942236587,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8831,146.8977,36.09812703332864,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3693,146.3425,62.114337456878275,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8811,147.0807,48.79141709301621,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8875,146.166,44.49352425173856,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5754,147.3006,74.83242292539217,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.912,146.8281,63.416912010870874,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1368,146.3554,56.232124309754,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.627,145.6497,35.17264301888645,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4284,146.3408,46.43177369842306,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3608,146.361,59.21774909365922,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9217,147.078,52.4186035792809,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5419,146.6505,45.403993658255786,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5913,145.7716,32.14180366136134,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2299,146.6091,64.68153829453513,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9933,146.1229,49.912957028718665,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.98,145.8196,55.171309219440445,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1937,146.8676,36.255298195173964,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7352,146.7407,60.33810429973528,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7641,146.34,34.784617280820385,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4548,147.075,52.24614692735486,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6282,146.3751,56.43707001465373,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.7534,145.8258,48.68324774201028,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3962,146.8644,40.29126968001947,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4354,146.23,32.90972569724545,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1276,146.5549,61.218880688538775,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.524,146.1307,63.324168242979795,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4805,145.9782,60.26078971917741,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9292,146.6766,70.71604963741265,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.4172,146.1405,59.0083170379512,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9829,146.2834,73.89249841100536,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4544,146.7896,54.85897736856714,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9133,145.475,70.39485360961407,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2245,146.1251,61.437373833032325,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.21,147.1118,74.52075091889128,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.413,146.4978,35.99409705377184,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5807,145.8267,74.65149432769977,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.0463,146.4802,34.505340366158634,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6236,146.5182,54.73129557562061,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6812,146.1897,39.67023727018386,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2347,146.2259,60.52519846823998,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9765,146.4844,69.2395301302895,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2996,146.8359,73.85722198756412,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9513,146.1634,51.76424483768642,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.8316,146.7865,56.42010658280924,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0959,145.753,49.58249339251779,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4106,147.2963,32.84132408676669,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.3826,146.8084,48.53884036419913,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8818,146.251,55.49281944287941,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5274,146.4586,54.345264479052275,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1955,146.007,47.081200507236645,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.972,146.1268,61.49072257219814,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.2155,146.619,48.398045293288305,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.5215,145.6742,53.07866678223945,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5944,146.7709,67.22634616540745,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6038,146.8346,67.6457009324804,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7653,146.5489,45.18751384690404,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6276,146.1847,70.32300479477271,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.203,146.7535,62.60864591575228,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8497,146.4187,68.64890530589037,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.3331,147.2103,68.14600014709868,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4625,146.7013,55.65091658500023,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5007,147.244,61.939181454945356,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5052,146.2562,71.45894426386803,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2328,146.9612,41.401271779323,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5053,146.8877,55.3773963090498,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1896,146.7549,62.20673313480802,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-17.3043,147.2089,56.37526374659501,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9513,146.9713,67.989732816349715,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3605,146.9403,54.74317766726017,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6412,147.0508,46.40432598302141,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1221,146.2131,64.46913209860213,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9019,146.7754,48.08417731197551,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2104,147.0072,41.88547229161486,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7675,145.7512,56.288317751605064,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9452,146.9992,39.539928127778694,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6371,146.0691,52.06504723406397,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4801,145.9103,72.69457508227788,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9911,146.4589,34.98095531598665,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8056,145.8141,33.93377738306299,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9985,146.1902,56.471323447767645,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0933,146.839,70.5556515371427,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2106,146.5333,46.93413864355534,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.913,147.014,32.3975590383634,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.2771,146.6104,59.749230538727716,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6022,145.8155,73.42100815381855,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.9454,146.0402,43.484764656750485,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3315,146.5639,51.46609915886074,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.6292,146.3291,50.64022490638308,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1479,146.8628,74.64601936284453,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5779,146.5604,56.07563518336974,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.0248,146.0562,58.49229644285515,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7039,146.2805,53.91548512852751,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4122,146.9075,42.2169925714843,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3519,146.1218,35.49003801075742,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.3884,145.8999,66.42847765353508,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4192,146.7261,61.76559809711762,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5052,146.5731,57.18817077577114,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5363,146.1813,47.46704249759205,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.954,146.4815,64.21546189812943,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.1367,146.5615,49.146190878236666,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.744,146.1934,56.974594068014994,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-15.9414,146.6459,69.24390315776691,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4421,146.2226,71.27110963803716,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.7562,146.3627,61.85721464571543,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4321,146.7971,67.36648935475387,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.5629,146.3858,72.53412171383388,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.4596,145.832,45.549601963721216,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
-16.8894,146.3942,58.00382396788336,Great Barrier Reef,GlobalArchive / Squidle+,FALSE
